VerilogEval,TB-VER-0331,fifo_synch_ctrl_14,Interconnect / FIFO,Llama-3.1-70B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,87.3,74.49,61.79,25,8,17,32.0,55.3,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4899,FAIL,TRUE_REJECTION,0,73.92,0.4253,1.68,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0332,fifo_synch_ctrl_14,Interconnect / FIFO,CodeLlama-34B-Instruct,Meta,GPT-4o,OpenAI,0,86.6,75.21,65.79,25,7,18,28.0,58.6,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.9185,PASS,TRUE_ACCEPTANCE,0,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0333,fifo_synch_ctrl_14,Interconnect / FIFO,CodeLlama-34B-Instruct,Meta,Qwen2.5-Coder-32B,Qwen,0,88.05,76.34,67.92,25,6,19,24.0,64.05,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.3435,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0334,fifo_synch_ctrl_14,Interconnect / FIFO,CodeLlama-34B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,90.9,77.04,60.87,25,7,18,28.0,62.9,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.4864,FAIL,TRUE_REJECTION,0,73.92,0.4253,1.68,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0335,fifo_synch_ctrl_14,Interconnect / FIFO,VeriGen-16B,OpenHardware,Llama-3.1-70B-Instruct,Meta,0,83.9,71.64,63.32,25,6,19,24.0,59.9,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8039,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0336,crc32_datapath_15,DSP / Cryptography,Claude-3.5-Sonnet,Anthropic,Claude-3.5-Sonnet,Anthropic,1,96.73,88.26,82.88,28,11,17,39.29,57.44,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.4659,FAIL,TRUE_REJECTION,0,60.06,0.3213,1.82,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0337,crc32_datapath_15,DSP / Cryptography,Claude-3.5-Sonnet,Anthropic,DeepSeek-Coder-V2,DeepSeek,0,93.03,78.61,72.78,29,10,19,34.48,58.55,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4802,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0338,crc32_datapath_15,DSP / Cryptography,Claude-3.5-Sonnet,Anthropic,Llama-3.1-70B-Instruct,Meta,0,95.82,87.46,72.07,29,15,14,51.72,44.1,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8626,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0339,crc32_datapath_15,DSP / Cryptography,GPT-4o,OpenAI,GPT-4o,OpenAI,1,98.36,89.81,75.47,25,8,17,32.0,66.36,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4956,FAIL,TRUE_REJECTION,0,64.08,0.3402,1.78,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0340,crc32_datapath_15,DSP / Cryptography,GPT-4o,OpenAI,Claude-3.5-Sonnet,Anthropic,0,99.8,87.07,81.23,25,8,17,32.0,67.8,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.3489,FAIL,TRUE_REJECTION,0,33.0,0.219,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0341,crc32_datapath_15,DSP / Cryptography,GPT-4o,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,93.17,84.71,79.68,25,9,16,36.0,57.17,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.9287,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0342,crc32_datapath_15,DSP / Cryptography,GPT-4o,OpenAI,Qwen2.5-Coder-32B,Qwen,0,95.92,86.65,77.76,27,9,18,33.33,62.59,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.4863,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0343,crc32_datapath_15,DSP / Cryptography,GPT-4o,OpenAI,Llama-3.1-70B-Instruct,Meta,0,98.14,85.76,79.99,34,15,19,44.12,54.02,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:4;OP_REPLACE:6,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.5383,PASS,FALSE_ACCEPTANCE,1,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0344,crc32_datapath_15,DSP / Cryptography,GPT-4-Turbo,OpenAI,GPT-4o,OpenAI,1,91.77,83.75,72.26,25,9,16,36.0,55.77,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8684,PASS,TRUE_ACCEPTANCE,0,64.08,0.3402,1.78,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0345,crc32_datapath_15,DSP / Cryptography,GPT-4-Turbo,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,92.61,78.82,62.3,25,7,18,28.0,64.61,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.5143,PASS,FALSE_ACCEPTANCE,1,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0346,crc32_datapath_15,DSP / Cryptography,GPT-4-Turbo,OpenAI,Qwen2.5-Coder-32B,Qwen,0,93.02,85.83,71.28,31,11,20,35.48,57.54,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.3033,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0347,crc32_datapath_15,DSP / Cryptography,GPT-4-Turbo,OpenAI,Llama-3.1-70B-Instruct,Meta,0,91.08,82.88,76.73,25,10,15,40.0,51.08,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.9077,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0348,crc32_datapath_15,DSP / Cryptography,DeepSeek-Coder-V2-0724,DeepSeek,GPT-4o,OpenAI,0,99.8,88.0,80.98,25,9,16,36.0,63.8,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.6926,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0349,crc32_datapath_15,DSP / Cryptography,DeepSeek-Coder-V2-0724,DeepSeek,Claude-3.5-Sonnet,Anthropic,0,93.45,87.12,77.18,26,10,16,38.46,54.99,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,PROVEN_BUGGY,1,0.5162,PASS,FALSE_ACCEPTANCE,1,33.0,0.219,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0350,crc32_datapath_15,DSP / Cryptography,DeepSeek-Coder-V2-0724,DeepSeek,DeepSeek-Coder-V2,DeepSeek,1,99.8,88.37,71.13,26,8,18,30.77,69.03,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.9767,PASS,TRUE_ACCEPTANCE,0,66.12,0.3726,1.74,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0351,crc32_datapath_15,DSP / Cryptography,DeepSeek-Coder-V2-0724,DeepSeek,Qwen2.5-Coder-32B,Qwen,0,92.76,81.51,68.38,27,9,18,33.33,59.43,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.3271,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0352,crc32_datapath_15,DSP / Cryptography,DeepSeek-Coder-V2-0724,DeepSeek,Llama-3.1-70B-Instruct,Meta,0,99.8,93.44,77.8,33,14,19,42.42,57.38,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:6,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.6856,PASS,FALSE_ACCEPTANCE,1,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0353,crc32_datapath_15,DSP / Cryptography,Qwen2.5-Coder-32B,Qwen,GPT-4o,OpenAI,0,90.39,79.0,73.58,31,12,19,38.71,51.68,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8234,PASS,TRUE_ACCEPTANCE,0,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0354,crc32_datapath_15,DSP / Cryptography,Qwen2.5-Coder-32B,Qwen,Claude-3.5-Sonnet,Anthropic,0,99.8,91.34,83.49,25,10,15,40.0,59.8,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.321,FAIL,TRUE_REJECTION,0,33.0,0.219,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0355,crc32_datapath_15,DSP / Cryptography,Qwen2.5-Coder-32B,Qwen,Qwen2.5-Coder-32B,Qwen,1,86.29,77.85,62.49,26,10,16,38.46,47.83,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6963,PASS,FALSE_ACCEPTANCE,1,68.0,0.3969,1.7,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0356,crc32_datapath_15,DSP / Cryptography,Llama-3.1-70B-Instruct,Meta,GPT-4o,OpenAI,0,93.86,81.55,75.57,25,7,18,28.0,65.86,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.9798,PASS,TRUE_ACCEPTANCE,0,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0357,crc32_datapath_15,DSP / Cryptography,Llama-3.1-70B-Instruct,Meta,Claude-3.5-Sonnet,Anthropic,0,93.89,79.96,66.53,28,9,19,32.14,61.75,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6013,PASS,FALSE_ACCEPTANCE,1,33.0,0.219,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0358,crc32_datapath_15,DSP / Cryptography,Llama-3.1-70B-Instruct,Meta,Qwen2.5-Coder-32B,Qwen,0,88.93,75.19,58.99,25,7,18,28.0,60.93,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.5816,PASS,FALSE_ACCEPTANCE,1,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0359,crc32_datapath_15,DSP / Cryptography,Llama-3.1-70B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,85.62,76.59,59.04,30,11,19,36.67,48.95,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.918,PASS,TRUE_ACCEPTANCE,0,73.92,0.4253,1.68,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0360,crc32_datapath_15,DSP / Cryptography,CodeLlama-34B-Instruct,Meta,GPT-4o,OpenAI,0,91.38,81.52,64.7,31,6,25,19.35,72.03,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.5368,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0361,crc32_datapath_15,DSP / Cryptography,CodeLlama-34B-Instruct,Meta,Claude-3.5-Sonnet,Anthropic,0,91.56,84.76,74.04,25,7,18,28.0,63.56,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.2023,FAIL,TRUE_REJECTION,0,33.0,0.219,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0362,crc32_datapath_15,DSP / Cryptography,CodeLlama-34B-Instruct,Meta,Qwen2.5-Coder-32B,Qwen,0,91.91,81.24,72.2,25,5,20,20.0,71.91,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8367,PASS,TRUE_ACCEPTANCE,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0363,crc32_datapath_15,DSP / Cryptography,CodeLlama-34B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,87.85,73.99,65.28,25,8,17,32.0,55.85,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.7199,PASS,FALSE_ACCEPTANCE,1,73.92,0.4253,1.68,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0364,crc32_datapath_15,DSP / Cryptography,VeriGen-16B,OpenHardware,GPT-4o,OpenAI,0,83.57,71.39,56.35,25,4,21,16.0,67.57,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.6236,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0365,crc32_datapath_15,DSP / Cryptography,VeriGen-16B,OpenHardware,DeepSeek-Coder-V2,DeepSeek,0,90.27,77.98,67.99,30,5,25,16.67,73.6,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8303,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0366,crc32_datapath_15,DSP / Cryptography,VeriGen-16B,OpenHardware,Qwen2.5-Coder-32B,Qwen,0,90.16,79.79,63.11,32,8,24,25.0,65.16,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.6589,PASS,FALSE_ACCEPTANCE,1,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0367,crc32_datapath_15,DSP / Cryptography,VeriGen-16B,OpenHardware,Llama-3.1-70B-Instruct,Meta,0,83.65,76.11,61.09,31,6,25,19.35,64.3,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.5844,PASS,FALSE_ACCEPTANCE,1,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0368,bcd_adder_16,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,Claude-3.5-Sonnet,Anthropic,1,98.79,87.34,74.75,25,9,16,36.0,62.79,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.7578,PASS,TRUE_ACCEPTANCE,0,60.06,0.3213,1.82,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0369,bcd_adder_16,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,DeepSeek-Coder-V2,DeepSeek,0,99.0,91.07,85.38,25,10,15,40.0,59.0,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.05,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0370,bcd_adder_16,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,Qwen2.5-Coder-32B,Qwen,0,98.84,91.59,80.28,25,12,13,48.0,50.84,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.3845,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0371,bcd_adder_16,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,Llama-3.1-70B-Instruct,Meta,0,95.48,85.7,77.66,25,12,13,48.0,47.48,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8553,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0372,bcd_adder_16,Arithmetic Datapath,GPT-4o,OpenAI,GPT-4o,OpenAI,1,99.8,86.26,70.68,25,9,16,36.0,63.8,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.5632,PASS,FALSE_ACCEPTANCE,1,64.08,0.3402,1.78,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0373,bcd_adder_16,Arithmetic Datapath,GPT-4o,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,99.8,90.03,73.03,25,10,15,40.0,59.8,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.3935,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
VerilogEval,TB-VER-0374,bcd_adder_16,Arithmetic Datapath,GPT-4-Turbo,OpenAI,GPT-4o,OpenAI,1,98.2,89.8,82.92,25,10,15,40.0,58.2,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8011,PASS,TRUE_ACCEPTANCE,0,64.08,0.3402,1.78,"Liu et al., 'VerilogEval: Evaluating LLMs for Verilog Code Generation', ICCAD 2023",https://github.com/NVlabs/verilog-eval,2026-08-24T09:49:51.286318+00:00
