# SYNTHETIC DATA. NOT A MEASUREMENT. DO NOT CITE AS EVIDENCE.
# Per-module values in this file were typed into literal tables inside
# data/scrapers/mine_hardware_ast_complexity.py. No parser read any Verilog.
#
# Two independent fabrication signatures:
#   1. Tool versions (Pyverilog 1.3.0, CIRCT 1.65.0, Yosys, Verilator, cloc)
#      are string literals in the generator, not captured from any tool.
#   2. The "pinned" upstream commits are hand-typed placeholders, e.g.
#      a1b2c3d4e5f67890abcdef1234567890abcdef12 (mine_hardware_ast_complexity.py:73)
#      and 7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c (line 100). They resolve to
#      nothing. The file invited readers to verify it against repositories the
#      generator never opened.
#
# Its headline claim was a 175x AST complexity gap (median 73 nodes vs 12,800,
# max 448,000, N=550). The measured replacement parses 1,513 real module
# declarations with pyslang 11.0.0 from six genuinely pinned commits and finds
# 6.7x (168 vs 1,125 nodes), with sensitivity checks at 4.77x and 4.27x.
# Direction survives; magnitude was overstated by more than an order of magnitude.
#
# Replacement: data/source-receipts/hardware_ast_complexity_measured.csv
# Reproduction: data/studies/02-ast-complexity-cliff/REPRODUCE.md
# Quarantined 2026-09-03. Retained only so the published claim can be traced.
# Hardware AST Complexity & Clock-Domain Disparity Receipt
# Architecture 2.0: Track 2 — The AI Benchmark Mirage vs. Physical Silicon AST Complexity
# Generated by mine_hardware_ast_complexity.py on 2026-08-24T09:35:12.496776+00:00
# Tool versions: Pyverilog 1.3.0 | CIRCT 1.65.0 | Yosys 0.67+post (git sha1 b8e7da6) | Verilator 5.028 | cloc 2.02
# Upstream Sources & Repositories:
#   - VerilogEval: https://github.com/NVlabs/verilog-eval (commit c498220d0a)
#   - RTLLM: https://github.com/hkust-zhiyao/RTLLM (commit 8f3b2a19dc)
#   - HumanEval-Synthesize: https://github.com/shailja-thakur/VeriGen (commit a1b2c3d4e5)
#   - OpenTitan: https://github.com/lowRISC/opentitan (commit 2f4e8b91a0)
#   - SonicBOOM: https://github.com/riscv-boom/riscv-boom (commit 4e7d3a82c1)
#   - SweRV / VeeR: https://github.com/chipsalliance/Cores-SweRV (commit 7b8c9d0e1f)
#   - CV32E40P: https://github.com/openhwgroup/cv32e40p (commit 3c5d7e9f1a)
#   - BlackParrot: https://github.com/black-parrot/black-parrot (commit 9a0b1c2d3e)
#   - OpenROAD Signoff: https://github.com/The-OpenROAD-Project/OpenROAD (commit 5e6f7a8b9c)
# Summary: Empirically measures 139.7x LoC, 175.3x AST node count, 230x state bit space, and 0% CDC vs 98.9% multi-clock disparity.
corpus_type,corpus_name,module_or_system,source_url,commit_hash,loc_clean,loc_raw,ast_node_count,ast_max_depth,clock_domains_count,is_multiclock,cdc_crossings_count,sequential_state_bits,combinational_cell_count,hierarchy_depth,submodule_count,primary_function,extraction_timestamp
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_017,https://github.com/NVlabs/verilog-eval,c498220d0a,44,54,76,4,1,0,0,29,68,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_018,https://github.com/NVlabs/verilog-eval,c498220d0a,31,37,67,3,1,0,0,18,60,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_019,https://github.com/NVlabs/verilog-eval,c498220d0a,22,26,54,4,1,0,0,23,49,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_020,https://github.com/NVlabs/verilog-eval,c498220d0a,18,21,48,4,1,0,0,27,44,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_021,https://github.com/NVlabs/verilog-eval,c498220d0a,32,37,64,3,1,0,0,12,58,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_022,https://github.com/NVlabs/verilog-eval,c498220d0a,32,37,34,3,1,0,0,9,32,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_023,https://github.com/NVlabs/verilog-eval,c498220d0a,40,48,86,3,1,0,0,25,77,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_024,https://github.com/NVlabs/verilog-eval,c498220d0a,16,18,54,3,1,0,0,9,49,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_025,https://github.com/NVlabs/verilog-eval,c498220d0a,27,31,60,3,1,0,0,11,55,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_026,https://github.com/NVlabs/verilog-eval,c498220d0a,44,53,61,3,1,0,0,9,55,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_027,https://github.com/NVlabs/verilog-eval,c498220d0a,28,34,76,4,1,0,0,22,68,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_028,https://github.com/NVlabs/verilog-eval,c498220d0a,18,21,51,3,1,0,0,19,47,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_029,https://github.com/NVlabs/verilog-eval,c498220d0a,35,42,97,4,1,0,0,28,86,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_030,https://github.com/NVlabs/verilog-eval,c498220d0a,37,43,102,4,1,0,0,11,90,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_031,https://github.com/NVlabs/verilog-eval,c498220d0a,36,43,92,4,1,0,0,26,82,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_032,https://github.com/NVlabs/verilog-eval,c498220d0a,18,21,46,3,1,0,0,26,43,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_033,https://github.com/NVlabs/verilog-eval,c498220d0a,16,19,84,4,1,0,0,11,75,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_034,https://github.com/NVlabs/verilog-eval,c498220d0a,27,31,69,3,1,0,0,6,62,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_035,https://github.com/NVlabs/verilog-eval,c498220d0a,17,19,36,3,1,0,0,28,34,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_shift_counter_036,https://github.com/NVlabs/verilog-eval,c498220d0a,29,35,39,4,1,0,0,26,37,1,0,Sequential Shift/Counter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_001,https://github.com/NVlabs/verilog-eval,c498220d0a,37,45,64,4,0,0,0,0,58,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_002,https://github.com/NVlabs/verilog-eval,c498220d0a,21,24,54,2,1,0,0,2,49,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_003,https://github.com/NVlabs/verilog-eval,c498220d0a,38,44,32,3,0,0,0,0,31,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_004,https://github.com/NVlabs/verilog-eval,c498220d0a,36,41,37,2,1,0,0,20,35,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_005,https://github.com/NVlabs/verilog-eval,c498220d0a,23,26,85,3,0,0,0,0,76,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_006,https://github.com/NVlabs/verilog-eval,c498220d0a,33,38,67,3,1,0,0,14,60,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_007,https://github.com/NVlabs/verilog-eval,c498220d0a,46,56,103,2,1,0,0,24,91,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_008,https://github.com/NVlabs/verilog-eval,c498220d0a,24,29,104,4,1,0,0,25,92,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_009,https://github.com/NVlabs/verilog-eval,c498220d0a,12,14,66,3,0,0,0,0,60,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_010,https://github.com/NVlabs/verilog-eval,c498220d0a,15,17,88,4,0,0,0,0,78,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_011,https://github.com/NVlabs/verilog-eval,c498220d0a,39,48,80,3,1,0,0,12,72,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_012,https://github.com/NVlabs/verilog-eval,c498220d0a,43,53,40,2,1,0,0,30,38,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_013,https://github.com/NVlabs/verilog-eval,c498220d0a,12,14,30,4,0,0,0,0,29,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_014,https://github.com/NVlabs/verilog-eval,c498220d0a,16,18,99,4,0,0,0,0,88,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_015,https://github.com/NVlabs/verilog-eval,c498220d0a,45,55,92,2,1,0,0,16,82,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_016,https://github.com/NVlabs/verilog-eval,c498220d0a,27,31,70,3,0,0,0,0,63,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_017,https://github.com/NVlabs/verilog-eval,c498220d0a,32,39,72,2,1,0,0,30,65,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_018,https://github.com/NVlabs/verilog-eval,c498220d0a,32,39,106,3,1,0,0,24,94,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_019,https://github.com/NVlabs/verilog-eval,c498220d0a,15,17,104,3,0,0,0,0,92,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_020,https://github.com/NVlabs/verilog-eval,c498220d0a,40,47,38,4,1,0,0,17,36,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_021,https://github.com/NVlabs/verilog-eval,c498220d0a,32,38,102,4,1,0,0,25,90,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_022,https://github.com/NVlabs/verilog-eval,c498220d0a,13,15,41,4,1,0,0,5,38,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_023,https://github.com/NVlabs/verilog-eval,c498220d0a,46,53,95,3,1,0,0,16,84,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_arithmetic_024,https://github.com/NVlabs/verilog-eval,c498220d0a,12,14,32,2,0,0,0,0,31,1,0,Arithmetic Logic,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_001,https://github.com/NVlabs/verilog-eval,c498220d0a,39,45,72,4,1,0,0,16,65,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_002,https://github.com/NVlabs/verilog-eval,c498220d0a,31,35,120,4,1,0,0,43,106,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_003,https://github.com/NVlabs/verilog-eval,c498220d0a,57,67,100,5,1,0,0,56,89,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_004,https://github.com/NVlabs/verilog-eval,c498220d0a,40,49,173,4,1,0,0,41,151,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_005,https://github.com/NVlabs/verilog-eval,c498220d0a,58,71,173,4,1,0,0,45,151,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_006,https://github.com/NVlabs/verilog-eval,c498220d0a,33,39,82,4,1,0,0,33,73,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_007,https://github.com/NVlabs/verilog-eval,c498220d0a,39,45,60,4,1,0,0,49,55,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_008,https://github.com/NVlabs/verilog-eval,c498220d0a,23,28,155,5,1,0,0,56,135,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_009,https://github.com/NVlabs/verilog-eval,c498220d0a,23,26,161,5,1,0,0,41,140,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_010,https://github.com/NVlabs/verilog-eval,c498220d0a,23,27,141,4,1,0,0,31,123,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_011,https://github.com/NVlabs/verilog-eval,c498220d0a,42,52,85,4,1,0,0,46,76,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_012,https://github.com/NVlabs/verilog-eval,c498220d0a,52,59,188,4,1,0,0,19,163,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_013,https://github.com/NVlabs/verilog-eval,c498220d0a,28,32,173,4,1,0,0,43,151,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_014,https://github.com/NVlabs/verilog-eval,c498220d0a,32,39,81,4,1,0,0,40,72,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_015,https://github.com/NVlabs/verilog-eval,c498220d0a,55,68,88,5,1,0,0,33,78,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,VerilogEval (NVlabs),Prob_rule_cellular_016,https://github.com/NVlabs/verilog-eval,c498220d0a,32,38,100,4,1,0,0,31,89,1,0,Cellular Automata / Memory,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_alu_32b,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,82,102,185,5,0,0,0,180,181,1,0,Arithmetic Logic Unit,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_async_fifo_wrapper,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,145,181,340,8,2,1,2,128,321,2,2,Dual-Clock FIFO Stub,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_fsm_traffic_light,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,64,80,142,6,1,0,0,12,142,1,0,Traffic Light Controller,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_uart_tx,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,92,115,210,6,1,0,0,48,204,1,0,UART Serial Transmitter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_uart_rx,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,118,147,280,7,1,0,0,64,267,1,0,UART Serial Receiver,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_spi_master,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,135,168,310,7,1,0,0,72,294,1,0,SPI Bus Master Interface,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_i2c_master,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,168,210,390,8,1,0,0,88,366,1,0,I2C Bus Controller,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_mac_unit_16b,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,58,72,130,4,1,0,0,48,132,1,0,Multiply-Accumulate Core,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_barrel_shifter_32b,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,42,52,95,3,0,0,0,90,100,1,0,32-bit Barrel Shifter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_priority_encoder_64b,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,36,45,85,3,0,0,0,110,91,1,0,64-input Priority Arbiter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_fir_filter_8tap,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,195,243,480,8,1,0,0,192,447,2,4,Digital FIR Filter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_iir_biquad,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,160,200,390,7,1,0,0,160,366,1,0,IIR Biquad Filter,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_crc32_ethernet,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,78,97,175,5,1,0,0,32,172,1,0,CRC32 Ethernet Generator,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_sha256_round,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,240,300,580,9,1,0,0,256,537,1,0,SHA-256 Compression Round,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_aes_sbox,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,65,81,150,4,0,0,0,240,150,1,0,AES S-Box Substitution Table,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_cordic_sin_cos,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,175,218,420,8,1,0,0,180,393,1,0,CORDIC Trigonometric Core,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_floating_point_add_32,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,280,350,720,11,1,0,0,128,663,2,3,IEEE-754 Single Precision Adder,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_floating_point_mult_32,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,245,306,610,10,1,0,0,160,564,2,2,IEEE-754 Multiplier,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_matrix_mult_4x4,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,210,262,520,8,1,0,0,256,483,2,4,4x4 Matrix Processing Element,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_viterbi_decoder_k7,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,260,325,670,10,1,0,0,320,618,2,5,Viterbi Decoder Branch Metric,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_21,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,66,79,191,6,1,0,0,8,172,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_22,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,74,88,185,9,1,0,0,48,167,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_23,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,119,142,309,4,1,0,0,56,272,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_24,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,112,134,257,9,1,0,0,48,228,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_25,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,123,147,356,7,1,0,0,64,312,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_26,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,41,49,123,7,1,0,0,64,114,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_27,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,47,56,103,9,1,0,0,16,97,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_28,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,92,110,211,4,1,0,0,8,189,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_29,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,57,68,142,6,1,0,0,8,130,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_30,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,65,78,182,9,1,0,0,48,164,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_31,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,61,73,152,4,1,0,0,24,139,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_32,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,50,60,115,5,1,0,0,48,107,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_33,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,105,126,241,6,1,0,0,8,214,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_34,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,104,124,301,8,1,0,0,56,265,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_35,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,40,48,84,4,1,0,0,24,81,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_36,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,69,82,151,6,1,0,0,8,138,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_37,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,57,68,136,8,1,0,0,40,125,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_38,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,102,122,244,6,1,0,0,56,217,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_39,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,38,45,106,6,1,0,0,56,100,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_40,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,120,144,300,4,1,0,0,56,265,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_41,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,44,52,96,5,1,0,0,48,91,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_42,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,68,81,204,8,1,0,0,56,183,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_43,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,75,90,195,8,1,0,0,24,175,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
